Year,Month,Channel,Brand,Weight range,Units (in 1000),Value (in rub),Volume (in 1000 kg),Number of stores
2021.0,8.0,Minimarkets,Orange,250-299G,0.0017,692.633,0.0005,0.0
2021.0,8.0,Minimarkets,Orange,400-599G,0.5136,55714.799999999996,0.2055,0.0
2021.0,8.0,Supermarkets,Greennn#!,200-249G,61.6987,4338377.596,12.9567,10517.0
2021.0,8.0,Supermarkets,Greennn#!,350-399G,142.7044,13377295.863,49.9466,17047.0
2021.0,8.0,Supermarkets,Greennn#!,400-599G,7.1943,1017649.2080000001,3.5971,688.0
2021.0,8.0,Supermarkets,Greennn#!,600-899G,0.013,2686.656,0.0097,4.0
2021.0,8.0,Supermarkets,Blue,200-249G,1.1187,129450.263,0.2238,226.0
2021.0,8.0,Supermarkets,Blue,400-599G,30.8815,6111299.986,12.3527,3561.0
2021.0,8.0,Supermarkets,Rosy,350-399G,12.6958,809177.296,4.8879,5067.0
2021.0,8.0,Supermarkets,Rosy,400-599G,14.9868,949280.491,7.3435,4648.0
2021.0,8.0,Supermarkets,Yellow,250-299G,0.0006,35.739,0.0001,1.0
2021.0,8.0,Supermarkets,Yellow,350-399G,16.8968,1229762.913,6.0829,1873.0
2021.0,8.0,Supermarkets,Golden,350-399G,11.2305,549425.267,3.9306,4277.0
2021.0,8.0,Supermarkets,Magenta,300-349G,5.7121,350572.709,1.8279,3911.0
2021.0,8.0,Supermarkets,Red,350-399G,1.3412,264766.226,0.4962,0.0
2021.0,8.0,Supermarkets,Deep,<200G,0.6592,215468.992,0.1253,105.0
2021.0,8.0,Supermarkets,Deep,350-399G,0.0126,5401.491,0.0044,4.0
2021.0,8.0,Supermarkets,Deep,400-599G,0.0652,33784.533,0.0326,47.0
2021.0,8.0,Supermarkets,Dim,<200G,0.0013,660.408,0.0003,0.0
2021.0,8.0,Supermarkets,Dim,350-399G,0.0615,28180.941,0.0215,0.0
2021.0,8.0,Supermarkets,Dim,400-599G,0.3045,177715.24500000002,0.1279,0.0
2021.0,8.0,Supermarkets,Black,200-249G,0.8461,20953.447,0.1946,105.0
2021.0,8.0,Supermarkets,Black,400-599G,2.2253,170727.381,1.0014,1025.0
2021.0,9.0,Hypermarkets,Greennn#!,200-249G,12.6184,808533.398,2.6499,503.0
2021.0,9.0,Hypermarkets,Greennn#!,350-399G,42.4045,4132658.514,14.8417,793.0
2021.0,9.0,Hypermarkets,Greennn#!,400-599G,36.7903,4342297.08,18.3952,672.0
2021.0,9.0,Hypermarkets,Blue,200-249G,0.0863,11195.581,0.0172,11.0
2021.0,9.0,Hypermarkets,Blue,400-599G,24.176,4509229.168,9.6705,702.0
2021.0,9.0,Hypermarkets,White,<200G,3.2674,356615.048,0.5882,201.0
2021.0,9.0,Hypermarkets,Yellow,350-399G,2.5159,210144.614,0.9057,245.0
2021.0,9.0,Hypermarkets,Orange,250-299G,0.0495,12375.298,0.0139,20.0
2021.0,9.0,Hypermarkets,Orange,400-599G,1.0822,139409.435,0.4329,172.0
2021.0,9.0,Hypermarkets,Magenta,300-349G,1.0285,75752.228,0.3291,283.0
2021.0,9.0,Hypermarkets,Red,350-399G,0.2884,45792.495,0.1067,36.0
2021.0,9.0,Hypermarkets,Cotton,400-599G,0.1827,41747.626,0.0831,0.0
2021.0,9.0,Hypermarkets,Silver,400-599G,0.1928,34859.685,0.0964,0.0
2021.0,9.0,Hypermarkets,Brown,<200G,0.4988,33539.598,0.0898,81.0
2021.0,9.0,Hypermarkets,Brown,400-599G,0.0027,449.29,0.0011,2.0
2021.0,9.0,Minimarkets,Greennn#!,200-249G,25.5023,1767308.918,5.3554,5795.0
2021.0,9.0,Minimarkets,Greennn#!,350-399G,68.0994,6535292.475000001,23.8348,9782.0
2021.0,9.0,Minimarkets,Greennn#!,400-599G,2.7738,417719.272,1.387,654.0
2021.0,9.0,Minimarkets,Greennn#!,600-899G,0.3897,62943.62,0.2923,245.0
2021.0,9.0,Minimarkets,Blue,200-249G,0.3083,41966.569,0.0617,33.0
2021.0,9.0,Minimarkets,Blue,400-599G,5.4636,1037091.87,2.1854,810.0
2021.0,9.0,Minimarkets,Yellow,250-299G,0.2701,17012.744000000002,0.0702,124.0
2021.0,9.0,Minimarkets,Yellow,350-399G,14.3274,736024.929,5.1579,1442.0
2021.0,9.0,Minimarkets,Rosy,350-399G,2.4123,171655.003,0.9287,1468.0
2021.0,9.0,Minimarkets,Rosy,400-599G,5.213,342313.426,2.5544,2666.0
2021.0,9.0,Minimarkets,White,<200G,4.5446,414705.064,0.818,2241.0
2021.0,9.0,Minimarkets,Magenta,300-349G,2.592,240023.454,0.8294,2551.0
2021.0,9.0,Minimarkets,Golden,350-399G,3.1998,224597.878,1.1199,1723.0
2021.0,9.0,Minimarkets,Black,200-249G,2.1857,149312.643,0.5027,899.0
2021.0,9.0,Minimarkets,Black,400-599G,0.4275,35983.109,0.1924,320.0
2021.0,9.0,Minimarkets,Lilac,400-599G,2.0364,183715.546,0.8146,575.0
2021.0,9.0,Minimarkets,Snow,350-399G,1.7236,68770.531,0.6033,188.0
2021.0,9.0,Supermarkets,Greennn#!,200-249G,79.0532,5065711.125,16.6012,10947.0
2021.0,9.0,Supermarkets,Greennn#!,350-399G,167.6062,14523496.622000001,58.6622,17799.0
2021.0,9.0,Supermarkets,Greennn#!,400-599G,10.1737,1340434.3699999999,5.0869,701.0
2021.0,9.0,Supermarkets,Greennn#!,600-899G,0.0126,2599.994,0.0094,3.0
2021.0,9.0,Supermarkets,Blue,200-249G,0.9683,114957.614,0.1937,253.0
2021.0,9.0,Supermarkets,Blue,400-599G,37.5212,7067477.966,15.0084,3877.0
2021.0,9.0,Supermarkets,Yellow,250-299G,0.6296,39270.829,0.1637,266.0
2021.0,9.0,Supermarkets,Yellow,350-399G,43.5059,2370885.4889999996,15.6621,2108.0
2021.0,9.0,Supermarkets,Rosy,350-399G,6.0694,471930.847,2.3367,4266.0
2021.0,9.0,Supermarkets,Rosy,400-599G,7.0549,458486.496,3.4569,3606.0
2021.0,9.0,Supermarkets,White,<200G,7.3345,676658.057,1.3202,3594.0
2021.0,9.0,Supermarkets,Deep,<200G,1.3112,388654.13999999996,0.249,115.0
2021.0,9.0,Supermarkets,Deep,350-399G,0.0115,4972.093,0.0042,5.0
2021.0,9.0,Supermarkets,Deep,400-599G,0.0566,29526.423000000003,0.0283,47.0
2021.0,9.0,Supermarkets,Red,350-399G,1.9244,381290.71900000004,0.712,0.0
2021.0,9.0,Supermarkets,Dim,<200G,0.0021,767.2280000000001,0.0004,3.0
2021.0,9.0,Supermarkets,Dim,350-399G,0.1255,54314.748,0.0439,86.0
2021.0,9.0,Supermarkets,Dim,400-599G,0.4036,228474.595,0.1695,130.0
2021.0,9.0,Supermarkets,Golden,350-399G,4.3609,277617.801,1.5263,2679.0
2021.0,9.0,Supermarkets,Magenta,300-349G,2.6711,221405.838,0.8548,2847.0
2021.0,10.0,Hypermarkets,Greennn#!,200-249G,13.7742,838316.4920000001,2.8925,476.0
2021.0,10.0,Hypermarkets,Greennn#!,350-399G,74.1972,6333926.85,25.9689,789.0
2021.0,10.0,Hypermarkets,Greennn#!,400-599G,23.3262,2967550.514,11.6632,652.0
2021.0,10.0,Hypermarkets,Blue,200-249G,0.1159,13984.016,0.0232,11.0
2021.0,10.0,Hypermarkets,Blue,400-599G,40.4568,6789887.018999999,16.1827,721.0
2021.0,10.0,Hypermarkets,White,<200G,3.0682,342041.969,0.5522,196.0
2021.0,10.0,Hypermarkets,Orange,250-299G,0.0495,12090.182,0.0139,15.0
2021.0,10.0,Hypermarkets,Orange,400-599G,1.3659,170329.41199999998,0.5464,179.0
2021.0,10.0,Hypermarkets,Yellow,350-399G,2.0815,170158.144,0.7494,209.0
2021.0,10.0,Hypermarkets,Magenta,300-349G,0.849,89076.101,0.2717,253.0
2021.0,10.0,Hypermarkets,Red,350-399G,0.2565,46124.092,0.0949,36.0
2021.0,10.0,Hypermarkets,Lime,400-599G,0.1803,33354.405,0.0721,54.0
2021.0,10.0,Hypermarkets,Silver,400-599G,0.1788,30823.635,0.0894,0.0
2021.0,10.0,Hypermarkets,Brown,<200G,0.4067,24997.52,0.0732,0.0
2021.0,10.0,Hypermarkets,Brown,400-599G,0.0004,57.62,0.0001,0.0
2021.0,10.0,Minimarkets,Greennn#!,200-249G,38.1815,2459423.384,8.0181,6076.0
2021.0,10.0,Minimarkets,Greennn#!,350-399G,85.807,7416654.6,30.0325,10542.0
2021.0,10.0,Minimarkets,Greennn#!,400-599G,1.7193,266124.44,0.8596,540.0
2021.0,10.0,Minimarkets,Greennn#!,600-899G,0.4027,65041.67700000001,0.302,245.0
2021.0,10.0,Minimarkets,Blue,200-249G,0.0827,10970.206,0.0165,31.0
2021.0,10.0,Minimarkets,Blue,400-599G,7.987,1451274.3769999999,3.1949,1257.0
2021.0,10.0,Minimarkets,White,<200G,14.5779,1306824.554,2.624,3555.0
2021.0,10.0,Minimarkets,Yellow,250-299G,0.2882,18151.684,0.0749,113.0
2021.0,10.0,Minimarkets,Yellow,350-399G,5.6143,434429.395,2.0211,1348.0
2021.0,10.0,Minimarkets,Rosy,350-399G,2.415,163867.488,0.9297,1028.0
2021.0,10.0,Minimarkets,Rosy,400-599G,2.2058,155758.256,1.0809,1367.0
2021.0,10.0,Minimarkets,Lilac,400-599G,2.6855,198280.60199999998,1.0742,686.0
2021.0,10.0,Minimarkets,Black,200-249G,2.1933,156285.721,0.5045,739.0
2021.0,10.0,Minimarkets,Black,400-599G,0.209,18574.319,0.094,193.0
2021.0,10.0,Minimarkets,Magenta,300-349G,1.7481,162592.15699999998,0.5594,1514.0
2021.0,10.0,Minimarkets,Golden,350-399G,1.8761,140600.756,0.6566,1215.0
2021.0,10.0,Minimarkets,Orange,250-299G,0.0037,1482.14,0.0011,0.0
2021.0,10.0,Minimarkets,Orange,400-599G,0.5566,67058.508,0.2226,0.0
2021.0,10.0,Supermarkets,Greennn#!,200-249G,126.6332,7484281.153,26.593,11784.0
2021.0,10.0,Supermarkets,Greennn#!,350-399G,188.8145,15760805.762,66.0851,17949.0
2021.0,10.0,Supermarkets,Greennn#!,400-599G,7.1569,1051793.848,3.5785,680.0
2021.0,10.0,Supermarkets,Greennn#!,600-899G,0.0121,1881.435,0.009,3.0
2021.0,10.0,Supermarkets,Blue,200-249G,1.0007,112165.929,0.2002,225.0
2021.0,10.0,Supermarkets,Blue,400-599G,55.9615,9577518.937,22.3846,4222.0
2021.0,10.0,Supermarkets,White,<200G,23.2374,2101853.462,4.1827,5351.0
2021.0,10.0,Supermarkets,Yellow,250-299G,0.7115,44767.403,0.185,268.0
2021.0,10.0,Supermarkets,Yellow,350-399G,14.6753,1156387.558,5.2831,1877.0
2021.0,10.0,Supermarkets,Rosy,350-399G,8.6253,595802.7150000001,3.3207,2973.0
2021.0,10.0,Supermarkets,Rosy,400-599G,3.7985,275085.705,1.8613,1927.0
2021.0,10.0,Supermarkets,Red,350-399G,2.1044,449283.347,0.7786,0.0
2021.0,10.0,Supermarkets,Deep,<200G,1.2162,378995.335,0.2311,107.0
2021.0,10.0,Supermarkets,Deep,350-399G,0.0176,7460.162,0.0062,4.0
2021.0,10.0,Supermarkets,Deep,400-599G,0.0467,23810.641,0.0233,36.0
2021.0,10.0,Supermarkets,Dim,<200G,0.0026,1273.673,0.0005,1.0
2021.0,10.0,Supermarkets,Dim,350-399G,0.1336,58314.528000000006,0.0467,89.0
2021.0,10.0,Supermarkets,Dim,400-599G,0.5234,283693.426,0.2199,89.0
2021.0,10.0,Supermarkets,Magenta,300-349G,2.7794,235037.437,0.8894,2408.0
2021.0,10.0,Supermarkets,Golden,350-399G,2.6869,191259.12099999998,0.9404,1641.0
2021.0,11.0,Hypermarkets,Greennn#!,200-249G,9.3454,632659.4720000001,1.9625,445.0
2021.0,11.0,Hypermarkets,Greennn#!,350-399G,49.5129,4733228.103999999,17.3296,780.0
2021.0,11.0,Hypermarkets,Greennn#!,400-599G,48.8577,5155983.123,24.4289,670.0
2021.0,11.0,Hypermarkets,Blue,200-249G,0.1204,15142.913,0.0241,11.0
2021.0,11.0,Hypermarkets,Blue,400-599G,57.1231,7939393.997,22.8493,766.0
2021.0,11.0,Hypermarkets,White,<200G,2.9588,322443.487,0.5326,196.0
2021.0,11.0,Hypermarkets,Orange,250-299G,0.0298,8828.719,0.0084,15.0
2021.0,11.0,Hypermarkets,Orange,400-599G,1.2734,180083.16700000002,0.5093,186.0
2021.0,11.0,Hypermarkets,Yellow,250-299G,0.0084,504.92099999999994,0.0022,2.0
2021.0,11.0,Hypermarkets,Yellow,350-399G,1.9763,158905.209,0.7115,188.0
2021.0,11.0,Hypermarkets,Red,350-399G,0.3746,70102.819,0.1386,33.0
2021.0,11.0,Hypermarkets,Magenta,300-349G,0.6834,69379.221,0.2187,235.0
2021.0,11.0,Hypermarkets,Cotton,400-599G,0.1553,31865.635000000002,0.0707,0.0
2021.0,11.0,Hypermarkets,Lime,400-599G,0.1443,26838.243,0.0577,53.0
2021.0,11.0,Hypermarkets,Pink,<200G,0.1516,25916.124,0.0288,64.0
2021.0,11.0,Hypermarkets,Pink,350-399G,0.0007,69.62100000000001,0.0003,2.0
2021.0,11.0,Minimarkets,Greennn#!,200-249G,26.6778,1862527.017,5.6023,5924.0
2021.0,11.0,Minimarkets,Greennn#!,350-399G,65.9601,6276647.956,23.0859,10158.0
2021.0,11.0,Minimarkets,Greennn#!,400-599G,1.9498,303855.44299999997,0.9749,545.0
2021.0,11.0,Minimarkets,Greennn#!,600-899G,0.2765,44648.981,0.2073,163.0
2021.0,11.0,Minimarkets,Blue,200-249G,0.0267,3119.4350000000004,0.0054,8.0
2021.0,11.0,Minimarkets,Blue,400-599G,8.1549,1411382.6570000001,3.2619,1619.0
2021.0,11.0,Minimarkets,White,<200G,10.259,911959.193,1.8466,3204.0
2021.0,11.0,Minimarkets,Yellow,250-299G,0.686,42920.05,0.1784,123.0
2021.0,11.0,Minimarkets,Yellow,350-399G,12.0641,709762.952,4.343,1420.0
2021.0,11.0,Minimarkets,Rosy,350-399G,2.6768,167301.944,1.0306,788.0
2021.0,11.0,Minimarkets,Rosy,400-599G,1.2912,91374.932,0.6327,1002.0
2021.0,11.0,Minimarkets,Magenta,300-349G,1.9385,170223.986,0.6203,1671.0
2021.0,11.0,Minimarkets,Black,200-249G,2.0573,141777.357,0.4732,673.0
2021.0,11.0,Minimarkets,Black,400-599G,0.1111,9832.527,0.05,111.0
2021.0,11.0,Minimarkets,Lilac,400-599G,2.0803,150476.24899999998,0.8321,660.0
2021.0,11.0,Minimarkets,Golden,350-399G,1.6439,116172.805,0.5754,1077.0
2021.0,11.0,Minimarkets,Red,350-399G,0.521,103764.818,0.1928,0.0
2021.0,11.0,Supermarkets,Greennn#!,200-249G,91.0282,5751850.419000001,19.116,11309.0
2021.0,11.0,Supermarkets,Greennn#!,350-399G,148.5251,13843010.251,51.9838,17986.0
2021.0,11.0,Supermarkets,Greennn#!,400-599G,13.1242,1613783.187,6.5621,721.0
2021.0,11.0,Supermarkets,Greennn#!,600-899G,0.0116,1818.643,0.0087,3.0
2021.0,11.0,Supermarkets,Blue,200-249G,0.9913,116186.59599999999,0.1983,252.0
2021.0,11.0,Supermarkets,Blue,400-599G,49.3487,8723807.701,19.7395,4650.0
2021.0,11.0,Supermarkets,Yellow,250-299G,1.5021,94162.77100000001,0.3905,299.0
2021.0,11.0,Supermarkets,Yellow,350-399G,31.1936,1961295.4070000001,11.2297,1922.0
2021.0,11.0,Supermarkets,White,<200G,16.482,1502999.939,2.9668,4821.0
2021.0,11.0,Supermarkets,Rosy,350-399G,8.0768,479585.418,3.1096,2321.0
2021.0,11.0,Supermarkets,Rosy,400-599G,1.7141,119786.02100000001,0.8399,1202.0
2021.0,11.0,Supermarkets,Red,350-399G,1.827,378372.655,0.676,0.0
2021.0,11.0,Supermarkets,Deep,<200G,1.0677,321767.696,0.2027,108.0
2021.0,11.0,Supermarkets,Deep,350-399G,0.0168,7170.603,0.006,5.0
2021.0,11.0,Supermarkets,Deep,400-599G,0.0466,24183.679,0.0233,39.0
2021.0,11.0,Supermarkets,Magenta,300-349G,3.8501,311613.187,1.232,2984.0
2021.0,11.0,Supermarkets,Orange,250-299G,0.3133,119615.482,0.0877,0.0
2021.0,11.0,Supermarkets,Orange,300-349G,0.0016,526.5360000000001,0.0005,0.0
2021.0,11.0,Supermarkets,Orange,400-599G,1.1007,150343.04,0.4403,0.0
2021.0,11.0,Supermarkets,Beige,200-249G,0.2777,139085.529,0.0556,0.0
2021.0,11.0,Supermarkets,Beige,350-399G,0.2557,129399.20799999998,0.0894,0.0
2021.0,12.0,Hypermarkets,Greennn#!,200-249G,8.2873,584439.645,1.7403,484.0
2021.0,12.0,Hypermarkets,Greennn#!,350-399G,58.9269,5261899.307,20.6244,782.0
2021.0,12.0,Hypermarkets,Greennn#!,400-599G,40.0693,4483308.138,20.0346,666.0
2021.0,12.0,Hypermarkets,Blue,200-249G,0.126,15565.614,0.0252,11.0
2021.0,12.0,Hypermarkets,Blue,400-599G,48.5318,7688316.923,19.4127,766.0
2021.0,12.0,Hypermarkets,White,<200G,3.0142,325022.26300000004,0.5425,210.0
2021.0,12.0,Hypermarkets,Orange,250-299G,0.0374,10424.574,0.0105,13.0
2021.0,12.0,Hypermarkets,Orange,400-599G,1.381,191527.329,0.5524,195.0
2021.0,12.0,Hypermarkets,Yellow,250-299G,0.0071,403.671,0.0019,2.0
2021.0,12.0,Hypermarkets,Yellow,350-399G,1.5797,129878.468,0.5687,175.0
2021.0,12.0,Hypermarkets,Red,350-399G,0.7599,127894.06,0.2812,35.0
2021.0,12.0,Hypermarkets,Magenta,300-349G,0.5868,63073.779,0.1878,234.0
2021.0,12.0,Hypermarkets,Cotton,400-599G,0.3817,61491.981,0.1737,0.0
2021.0,12.0,Hypermarkets,Purple,400-599G,0.1827,36021.5,0.0731,118.0
2021.0,12.0,Hypermarkets,Pink,<200G,0.1949,33214.698,0.037,74.0
2021.0,12.0,Hypermarkets,Pink,350-399G,0.0007,86.132,0.0003,2.0
2021.0,12.0,Minimarkets,Greennn#!,200-249G,26.8384,1831470.979,5.6361,5837.0
2021.0,12.0,Minimarkets,Greennn#!,350-399G,69.7096,6746230.11,24.3984,10270.0
2021.0,12.0,Minimarkets,Greennn#!,400-599G,2.2707,346235.894,1.1352,606.0
2021.0,12.0,Minimarkets,Greennn#!,600-899G,0.2856,46137.22,0.2142,163.0
2021.0,12.0,Minimarkets,Blue,200-249G,0.0646,9829.012,0.0129,19.0
2021.0,12.0,Minimarkets,Blue,400-599G,7.1892,1308781.975,2.8757,1638.0
2021.0,12.0,Minimarkets,White,<200G,9.2164,785239.745,1.6589,3027.0
2021.0,12.0,Minimarkets,Yellow,250-299G,1.021,58981.037000000004,0.2654,151.0
2021.0,12.0,Minimarkets,Yellow,350-399G,10.0487,606253.28,3.6175,1359.0
2021.0,12.0,Minimarkets,Rosy,350-399G,2.361,171533.862,0.909,785.0
2021.0,12.0,Minimarkets,Rosy,400-599G,0.6965,55380.153,0.3413,408.0
2021.0,12.0,Minimarkets,Magenta,300-349G,1.9456,177160.661,0.6225,1542.0
2021.0,12.0,Minimarkets,Black,200-249G,1.9184,134078.957,0.4413,623.0
2021.0,12.0,Minimarkets,Black,400-599G,0.0887,7754.097,0.0398,134.0
2021.0,12.0,Minimarkets,Red,350-399G,0.6647,133355.757,0.2459,0.0
2021.0,12.0,Minimarkets,Snow,350-399G,2.4751,121583.181,0.8663,429.0
2021.0,12.0,Minimarkets,Golden,350-399G,1.6842,108666.09599999999,0.5895,956.0
2021.0,12.0,Supermarkets,Greennn#!,200-249G,92.2485,5816404.614,19.3721,12028.0
2021.0,12.0,Supermarkets,Greennn#!,350-399G,158.1712,14410525.472,55.3599,17750.0
2021.0,12.0,Supermarkets,Greennn#!,400-599G,9.2023,1260909.1940000001,4.6012,714.0
2021.0,12.0,Supermarkets,Greennn#!,600-899G,0.0087,1791.126,0.0065,3.0
2021.0,12.0,Supermarkets,Blue,200-249G,1.3881,160195.657,0.2776,278.0
2021.0,12.0,Supermarkets,Blue,400-599G,38.9478,7508403.5649999995,15.5791,4678.0
2021.0,12.0,Supermarkets,Yellow,250-299G,2.0282,122270.841,0.5273,312.0
2021.0,12.0,Supermarkets,Yellow,350-399G,19.925,1349544.558,7.173,1769.0
2021.0,12.0,Supermarkets,White,<200G,17.0671,1470941.7510000002,3.0721,4837.0
2021.0,12.0,Supermarkets,Deep,<200G,1.3044,385360.054,0.2478,105.0
2021.0,12.0,Supermarkets,Deep,350-399G,0.0201,8773.221,0.0072,6.0
2021.0,12.0,Supermarkets,Deep,400-599G,0.0551,28912.296000000002,0.0276,44.0
2021.0,12.0,Supermarkets,Rosy,350-399G,3.5262,303537.24,1.3576,1857.0
2021.0,12.0,Supermarkets,Rosy,400-599G,0.5836,45059.481,0.286,483.0
2021.0,12.0,Supermarkets,Magenta,300-349G,3.5655,309041.97,1.141,2940.0
2021.0,12.0,Supermarkets,Red,350-399G,1.341,266459.087,0.4962,0.0
2021.0,12.0,Supermarkets,Dim,<200G,0.0033,1651.0210000000002,0.0006,0.0
2021.0,12.0,Supermarkets,Dim,350-399G,0.104,49401.866,0.0364,0.0
2021.0,12.0,Supermarkets,Dim,400-599G,0.2762,154514.089,0.116,0.0
2021.0,12.0,Supermarkets,Orange,250-299G,0.0391,14953.212000000001,0.0109,0.0
2021.0,12.0,Supermarkets,Orange,300-349G,0.0031,960.8409999999999,0.0009,0.0
2021.0,12.0,Supermarkets,Orange,400-599G,1.4449,173679.195,0.5781,0.0
2021.0,1.0,Hypermarkets,Greennn#!,100-199G,31.182,2078583.2999999998,6.2363,511.0
2021.0,1.0,Minimarkets,Greennn#!,100-199G,18.0189,1233555.4,3.6037,1755.0
2021.0,1.0,Supermarkets,Greennn#!,100-199G,26.234,1891463.7,5.2468,2038.0
2021.0,2.0,Hypermarkets,Greennn#!,100-199G,27.5444,1726978.0,5.5089,549.0
2021.0,2.0,Minimarkets,Greennn#!,100-199G,15.2089,999127.4,3.0419,1941.0
2021.0,2.0,Supermarkets,Greennn#!,100-199G,23.4901,1653579.9,4.6981,1923.0
2021.0,3.0,Hypermarkets,Greennn#!,100-199G,24.9705,1670221.4,4.9941,543.0
2021.0,3.0,Minimarkets,Greennn#!,100-199G,14.6105,876252.6,2.9221,1735.0
2021.0,3.0,Supermarkets,Greennn#!,100-199G,18.2471,1287240.7,3.6494,1862.0
2021.0,4.0,Hypermarkets,Greennn#!,100-199G,19.3133,1358936.3,3.8626,543.0
2021.0,4.0,Minimarkets,Greennn#!,100-199G,9.3769,759386.2000000001,1.8754,1389.0
2021.0,4.0,Supermarkets,Greennn#!,100-199G,62.7087,2991207.1999999997,12.5417,1647.0
2021.0,5.0,Hypermarkets,Greennn#!,100-199G,22.617,1451139.5999999999,4.5234,539.0
2021.0,5.0,Minimarkets,Greennn#!,100-199G,8.8641,751663.1,1.7728,1521.0
2021.0,5.0,Supermarkets,Greennn#!,100-199G,17.6217,1321720.7000000002,3.5244,1773.0
2021.0,6.0,Hypermarkets,Greennn#!,100-199G,20.1482,1271748.3,4.0296,588.0
2021.0,6.0,Minimarkets,Greennn#!,100-199G,15.7034,1119430.7,3.1407,1986.0
2021.0,6.0,Supermarkets,Greennn#!,100-199G,36.2357,2409268.2,7.2472,3011.0
2021.0,7.0,Hypermarkets,Greennn#!,100-199G,25.8357,1472910.5,5.1671,689.0
2021.0,7.0,Minimarkets,Greennn#!,100-199G,21.2905,1292415.9,4.2581,2136.0
2021.0,7.0,Supermarkets,Greennn#!,100-199G,44.1025,2610535.8000000003,8.8204,3823.0
2021.0,8.0,Hypermarkets,Greennn#!,100-199G,19.4161,1174415.2999999998,3.8833,654.0
2021.0,8.0,Minimarkets,Greennn#!,100-199G,22.1025,1298084.1,4.4205,2197.0
2021.0,8.0,Supermarkets,Greennn#!,100-199G,49.0676,2683119.3,9.8136,4198.0
2021.0,9.0,Hypermarkets,Greennn#!,100-199G,17.6166,1100457.9000000001,3.5234,563.0
2021.0,9.0,Minimarkets,Greennn#!,100-199G,19.039,1265202.6,3.8079,2540.0
2021.0,9.0,Supermarkets,Greennn#!,100-199G,29.4026,1831285.9000000001,5.8805,3746.0
2021.0,10.0,Hypermarkets,Greennn#!,100-199G,12.0022,833893.8,2.4005,468.0
2021.0,10.0,Minimarkets,Greennn#!,100-199G,13.6879,867911.5,2.7376,1703.0
2021.0,10.0,Supermarkets,Greennn#!,100-199G,27.9039,1875175.0999999999,5.5807,2625.0
2021.0,11.0,Hypermarkets,Greennn#!,100-199G,13.2139,894754.9,2.6428,461.0
2021.0,11.0,Minimarkets,Greennn#!,100-199G,11.4728,749057.6,2.2945,1710.0
2021.0,11.0,Supermarkets,Greennn#!,100-199G,17.9486,1339453.0999999999,3.5896,2387.0
2021.0,12.0,Hypermarkets,Greennn#!,100-199G,10.5903,748857.9,2.118,428.0
2021.0,12.0,Minimarkets,Greennn#!,100-199G,7.8182,549344.2999999999,1.5636,1053.0
2021.0,12.0,Supermarkets,Greennn#!,100-199G,25.2956,1721988.5999999999,5.0591,2407.0
